,Date,Sales_Amount,Units_Sold,Product_Category,Product_Name,Revenue,Customer_Rating,Sales_Channel,,,,,,,
3682,29/01/2015,"£1,530.00",28,Computers,Laptop,"£7,209.00",3,Online,,,,,,,
3683,30/01/2015,"£14,302.00",72,Electronics,Headphones,"£7,210.00",4,In-Store,,,,,,,
3684,31/01/2015,"£12,815.00",21,Electronics,Tablet,"£7,211.00",3,Online,,,,,,,
3685,02/01/2015,"£17,914.00",75,Electronics,Tablet,"£7,212.00",5,In-Store,,,,,,,
3686,02/02/2015,"£12,946.00",48,Mobile Phones,Smartphone,"£7,213.00",5,Online,,,,,,,
3687,02/03/2015,"£17,738.00",91,Computers,Laptop,"£7,214.00",4,In-Store,,,,,,,
3691,02/07/2015,"£16,164.00",18,Electronics,Headphones,"£7,218.00",4,In-Store,,,,,,,
3696,02/12/2015,"£19,199.00",59,Computers,Laptop,"£7,223.00",5,In-Store,,,,,,,
3697,13/02/2015,"£11,734.00",64,Computers,Laptop,"£7,224.00",4,In-Store,,,,,,,
3699,15/02/2015,"£15,699.00",25,Mobile Phones,Smartphone,"£7,226.00",3,Online,,,,,,,
3702,18/02/2015,"£7,721.00",23,Computers,Laptop,"£7,229.00",3,Online,,,,,,,
3710,26/02/2015,"£11,837.00",76,Electronics,Tablet,"£7,237.00",1,In-Store,,,,,,,
3711,27/02/2015,"£1,925.00",34,Mobile Phones,Smartphone,"£7,238.00",1,Online,,,,,,,
3713,03/01/2015,"£13,074.00",38,Mobile Phones,Smartphone,"£7,240.00",2,In-Store,,,,,,,
3715,03/03/2015,"£6,625.00",3,Electronics,Headphones,"£7,242.00",4,In-Store,,,,,,,
3717,03/05/2015,"£3,318.00",19,Mobile Phones,Smartphone,"£7,244.00",2,Online,,,,,,,
3718,03/06/2015,"£17,298.00",57,Mobile Phones,Smartphone,"£7,245.00",4,In-Store,,,,,,,
3719,03/07/2015,"£9,669.00",25,Electronics,Tablet,"£7,246.00",3,In-Store,,,,,,,
3721,03/09/2015,"£18,490.00",22,Mobile Phones,Smartphone,"£7,248.00",3,In-Store,,,,,,,
3723,03/11/2015,"£6,632.00",3,Electronics,Headphones,"£7,250.00",3,Online,,,,,,,
3728,16/03/2015,"£17,452.00",40,Electronics,Tablet,"£7,255.00",3,Online,,,,,,,
3731,19/03/2015,"£17,705.00",62,Electronics,Headphones,"£7,258.00",2,Online,,,,,,,
3732,20/03/2015,"£13,576.00",95,Mobile Phones,Smartphone,"£7,259.00",4,In-Store,,,,,,,
3734,22/03/2015,"£8,489.00",13,Computers,Laptop,"£7,261.00",4,Online,,,,,,,
3735,23/03/2015,"£4,227.00",27,Mobile Phones,Smartphone,"£7,262.00",5,In-Store,,,,,,,
3738,26/03/2015,"£5,089.00",34,Electronics,Tablet,"£7,265.00",4,Online,,,,,,,
3740,28/03/2015,"£14,881.00",43,Mobile Phones,Smartphone,"£7,267.00",3,Online,,,,,,,
3744,04/01/2015,"£14,677.00",27,Mobile Phones,Smartphone,"£7,271.00",3,In-Store,,,,,,,
3746,04/03/2015,"£18,464.00",51,Mobile Phones,Smartphone,"£7,273.00",4,Online,,,,,,,
3748,04/05/2015,"£11,012.00",51,Electronics,Tablet,"£7,275.00",1,Online,,,,,,,
3750,04/07/2015,"£17,118.00",87,Computers,Laptop,"£7,277.00",3,Online,,,,,,,
3753,04/10/2015,"£19,042.00",87,Computers,Laptop,"£7,280.00",5,In-Store,,,,,,,
3754,04/11/2015,"£14,969.00",13,Electronics,Headphones,"£7,281.00",1,In-Store,,,,,,,
3755,04/12/2015,"£14,686.00",31,Electronics,Headphones,"£7,282.00",2,Online,,,,,,,
3757,14/04/2015,"£15,463.00",90,Electronics,Headphones,"£7,284.00",2,In-Store,,,,,,,
3762,19/04/2015,"£16,051.00",50,Electronics,Tablet,"£7,289.00",2,In-Store,,,,,,,
3763,20/04/2015,"£7,579.00",20,Electronics,Tablet,"£7,290.00",2,Online,,,,,,,
3768,25/04/2015,"£7,835.00",2,Mobile Phones,Smartphone,"£7,295.00",1,Online,,,,,,,
3769,26/04/2015,"£13,570.00",47,Mobile Phones,Smartphone,"£7,296.00",1,In-Store,,,,,,,
3773,30/04/2015,"£12,970.00",50,Electronics,Headphones,"£7,300.00",4,Online,,,,,,,
3775,05/02/2015,"£15,782.00",19,Electronics,Tablet,"£7,302.00",3,In-Store,,,,,,,
3777,05/04/2015,"£6,538.00",23,Electronics,Headphones,"£7,304.00",1,In-Store,,,,,,,
3783,05/10/2015,"£15,571.00",78,Mobile Phones,Smartphone,"£7,310.00",5,In-Store,,,,,,,
3786,13/05/2015,"£15,758.00",44,Electronics,Headphones,"£7,313.00",4,Online,,,,,,,
3788,15/05/2015,"£15,286.00",81,Computers,Laptop,"£7,315.00",3,In-Store,,,,,,,
3789,16/05/2015,"£5,553.00",39,Electronics,Tablet,"£7,316.00",2,In-Store,,,,,,,
3790,17/05/2015,"£14,039.00",60,Electronics,Headphones,"£7,317.00",2,In-Store,,,,,,,
3791,18/05/2015,"£13,452.00",59,Computers,Laptop,"£7,318.00",3,Online,,,,,,,
3797,24/05/2015,"£15,423.00",60,Electronics,Headphones,"£7,324.00",5,In-Store,,,,,,,
3798,25/05/2015,"£17,224.00",13,Computers,Laptop,"£7,325.00",3,In-Store,,,,,,,
3802,29/05/2015,"£16,259.00",60,Electronics,Headphones,"£7,329.00",4,In-Store,,,,,,,
3804,31/05/2015,"£7,508.00",18,Computers,Laptop,"£7,331.00",5,In-Store,,,,,,,
3806,06/02/2015,"£10,284.00",79,Electronics,Headphones,"£7,333.00",5,In-Store,,,,,,,
3807,06/03/2015,"£1,980.00",12,Electronics,Headphones,"£7,334.00",4,Online,,,,,,,
3808,06/04/2015,"£17,678.00",47,Electronics,Tablet,"£7,335.00",4,In-Store,,,,,,,
3811,06/07/2015,"£12,108.00",47,Mobile Phones,Smartphone,"£7,338.00",5,In-Store,,,,,,,
3813,06/09/2015,"£10,034.00",56,Mobile Phones,Smartphone,"£7,340.00",5,In-Store,,,,,,,
3817,13/06/2015,"£18,947.00",72,Electronics,Headphones,"£7,344.00",1,Online,,,,,,,
3818,14/06/2015,"£15,266.00",80,Electronics,Tablet,"£7,345.00",1,In-Store,,,,,,,
3819,15/06/2015,"£6,604.00",30,Electronics,Tablet,"£7,346.00",3,In-Store,,,,,,,
3823,19/06/2015,"£14,548.00",45,Electronics,Headphones,"£7,350.00",3,In-Store,,,,,,,
3831,27/06/2015,"£4,773.00",15,Computers,Laptop,"£7,358.00",1,In-Store,,,,,,,
3833,29/06/2015,"£2,275.00",35,Computers,Laptop,"£7,360.00",4,In-Store,,,,,,,
3836,07/02/2015,"£7,758.00",7,Electronics,Headphones,"£7,363.00",3,In-Store,,,,,,,
3838,07/04/2015,"£6,354.00",4,Mobile Phones,Smartphone,"£7,365.00",3,Online,,,,,,,
3839,07/05/2015,"£18,736.00",23,Mobile Phones,Smartphone,"£7,366.00",4,Online,,,,,,,
3841,07/07/2015,"£16,878.00",44,Computers,Laptop,"£7,368.00",3,Online,,,,,,,
3842,07/08/2015,"£7,056.00",31,Computers,Laptop,"£7,369.00",3,Online,,,,,,,
3850,16/07/2015,"£15,174.00",30,Mobile Phones,Smartphone,"£7,377.00",5,In-Store,,,,,,,
3851,17/07/2015,"£15,788.00",26,Electronics,Headphones,"£7,378.00",1,In-Store,,,,,,,
3853,19/07/2015,"£13,535.00",16,Mobile Phones,Smartphone,"£7,380.00",3,Online,,,,,,,
3855,21/07/2015,"£18,222.00",80,Computers,Laptop,"£7,382.00",3,In-Store,,,,,,,
3858,24/07/2015,"£11,434.00",55,Mobile Phones,Smartphone,"£7,385.00",1,In-Store,,,,,,,
3866,08/01/2015,"£17,208.00",88,Electronics,Tablet,"£7,393.00",3,Online,,,,,,,
3868,08/03/2015,"£10,088.00",67,Computers,Laptop,"£7,395.00",3,In-Store,,,,,,,
3869,08/04/2015,"£17,830.00",74,Electronics,Tablet,"£7,396.00",2,In-Store,,,,,,,
3870,08/05/2015,"£1,042.00",25,Computers,Laptop,"£7,397.00",2,In-Store,,,,,,,
3873,08/08/2015,"£7,970.00",27,Electronics,Tablet,"£7,400.00",4,Online,,,,,,,
3874,08/09/2015,"£17,393.00",75,Mobile Phones,Smartphone,"£7,401.00",3,Online,,,,,,,
3878,13/08/2015,"£12,767.00",91,Mobile Phones,Smartphone,"£7,405.00",4,In-Store,,,,,,,
3880,15/08/2015,"£10,835.00",83,Mobile Phones,Smartphone,"£7,407.00",3,Online,,,,,,,
3885,20/08/2015,"£2,618.00",27,Computers,Laptop,"£7,412.00",3,In-Store,,,,,,,
3887,22/08/2015,"£16,017.00",94,Electronics,Tablet,"£7,414.00",1,Online,,,,,,,
3890,25/08/2015,"£17,779.00",16,Mobile Phones,Smartphone,"£7,417.00",1,Online,,,,,,,
3893,28/08/2015,"£13,603.00",84,Computers,Laptop,"£7,420.00",4,In-Store,,,,,,,
3894,29/08/2015,"£1,066.00",23,Electronics,Headphones,"£7,421.00",2,In-Store,,,,,,,
3897,09/01/2015,£718.00,3,Electronics,Tablet,"£7,424.00",5,Online,,,,,,,
3901,09/05/2015,"£15,925.00",58,Electronics,Headphones,"£7,428.00",3,Online,,,,,,,
3907,09/11/2015,"£16,267.00",74,Electronics,Tablet,"£7,434.00",3,In-Store,,,,,,,
3908,09/12/2015,"£19,653.00",72,Mobile Phones,Smartphone,"£7,435.00",5,Online,,,,,,,
3910,14/09/2015,"£14,112.00",99,Electronics,Tablet,"£7,437.00",3,In-Store,,,,,,,
3912,16/09/2015,"£16,969.00",63,Electronics,Headphones,"£7,439.00",1,In-Store,,,,,,,
3915,19/09/2015,"£3,144.00",13,Electronics,Headphones,"£7,442.00",3,Online,,,,,,,
3917,21/09/2015,"£15,546.00",85,Mobile Phones,Smartphone,"£7,444.00",2,Online,,,,,,,
3918,22/09/2015,"£19,038.00",90,Mobile Phones,Smartphone,"£7,445.00",3,Online,,,,,,,
3927,10/01/2015,"£2,031.00",7,Mobile Phones,Smartphone,"£7,454.00",5,Online,,,,,,,
3928,10/02/2015,"£15,291.00",37,Mobile Phones,Smartphone,"£7,455.00",5,Online,,,,,,,
3929,10/03/2015,"£17,592.00",36,Mobile Phones,Smartphone,"£7,456.00",3,In-Store,,,,,,,
3930,10/04/2015,"£3,749.00",37,Computers,Laptop,"£7,457.00",5,In-Store,,,,,,,
3931,10/05/2015,"£11,723.00",14,Mobile Phones,Smartphone,"£7,458.00",3,Online,,,,,,,
3932,10/06/2015,"£5,168.00",25,Electronics,Headphones,"£7,459.00",3,Online,,,,,,,
3937,10/11/2015,"£12,103.00",55,Electronics,Tablet,"£7,464.00",4,In-Store,,,,,,,
3939,13/10/2015,"£13,982.00",75,Electronics,Headphones,"£7,466.00",2,In-Store,,,,,,,
3940,14/10/2015,"£15,897.00",77,Electronics,Tablet,"£7,467.00",4,Online,,,,,,,
3942,16/10/2015,"£18,709.00",51,Electronics,Headphones,"£7,469.00",3,Online,,,,,,,
3943,17/10/2015,"£14,152.00",54,Mobile Phones,Smartphone,"£7,470.00",2,Online,,,,,,,
3946,20/10/2015,"£17,550.00",54,Computers,Laptop,"£7,473.00",5,Online,,,,,,,
3949,23/10/2015,"£18,882.00",69,Mobile Phones,Smartphone,"£7,476.00",3,In-Store,,,,,,,
3955,29/10/2015,"£10,528.00",40,Mobile Phones,Smartphone,"£7,482.00",3,Online,,,,,,,
3956,30/10/2015,"£9,447.00",24,Computers,Laptop,"£7,483.00",5,In-Store,,,,,,,
3957,31/10/2015,"£10,142.00",86,Electronics,Headphones,"£7,484.00",2,In-Store,,,,,,,
3958,11/01/2015,"£5,289.00",29,Computers,Laptop,"£7,485.00",4,In-Store,,,,,,,
3960,11/03/2015,"£1,908.00",1,Computers,Laptop,"£7,487.00",3,Online,,,,,,,
3961,11/04/2015,"£10,052.00",83,Electronics,Headphones,"£7,488.00",5,Online,,,,,,,
3965,11/08/2015,"£16,024.00",53,Computers,Laptop,"£7,492.00",1,In-Store,,,,,,,
3967,11/10/2015,"£18,922.00",21,Computers,Laptop,"£7,494.00",2,In-Store,,,,,,,
3970,13/11/2015,"£16,707.00",30,Computers,Laptop,"£7,497.00",3,In-Store,,,,,,,
3972,15/11/2015,"£19,050.00",37,Mobile Phones,Smartphone,"£7,499.00",3,Online,,,,,,,
3976,19/11/2015,"£10,651.00",52,Mobile Phones,Smartphone,"£7,503.00",1,Online,,,,,,,
3977,20/11/2015,"£4,984.00",6,Mobile Phones,Smartphone,"£7,504.00",2,Online,,,,,,,
3980,23/11/2015,"£16,216.00",78,Computers,Laptop,"£7,507.00",3,Online,,,,,,,
3981,24/11/2015,"£13,250.00",53,Electronics,Tablet,"£7,508.00",3,In-Store,,,,,,,
3983,26/11/2015,"£2,772.00",8,Computers,Laptop,"£7,510.00",2,In-Store,,,,,,,
3984,27/11/2015,"£17,124.00",95,Mobile Phones,Smartphone,"£7,511.00",4,Online,,,,,,,
3985,28/11/2015,£762.00,32,Mobile Phones,Smartphone,"£7,512.00",3,Online,,,,,,,
3986,29/11/2015,"£17,539.00",13,Electronics,Headphones,"£7,513.00",2,Online,,,,,,,
3987,30/11/2015,"£19,402.00",17,Computers,Laptop,"£7,514.00",1,Online,,,,,,,
3988,12/01/2015,"£12,686.00",97,Computers,Laptop,"£7,515.00",1,Online,,,,,,,
3991,12/04/2015,"£16,546.00",91,Electronics,Tablet,"£7,518.00",4,Online,,,,,,,
3994,12/07/2015,"£8,980.00",25,Computers,Laptop,"£7,521.00",2,Online,,,,,,,
3996,12/09/2015,"£3,313.00",26,Electronics,Headphones,"£7,523.00",3,In-Store,,,,,,,
4000,13/12/2015,"£16,605.00",61,Computers,Laptop,"£7,527.00",2,In-Store,,,,,,,
4001,14/12/2015,"£17,446.00",32,Electronics,Tablet,"£7,528.00",1,Online,,,,,,,
4003,16/12/2015,"£13,638.00",41,Electronics,Tablet,"£7,530.00",2,In-Store,,,,,,,
4005,18/12/2015,"£9,151.00",11,Mobile Phones,Smartphone,"£7,532.00",3,Online,,,,,,,
4006,19/12/2015,"£6,489.00",6,Electronics,Tablet,"£7,533.00",3,Online,,,,,,,
4009,22/12/2015,"£16,332.00",79,Electronics,Tablet,"£7,536.00",5,Online,,,,,,,
4011,24/12/2015,"£14,662.00",91,Computers,Laptop,"£7,538.00",3,In-Store,,,,,,,
4012,25/12/2015,"£15,018.00",16,Electronics,Headphones,"£7,539.00",5,Online,,,,,,,
4015,28/12/2015,"£19,567.00",56,Mobile Phones,Smartphone,"£7,542.00",3,In-Store,,,,,,,
4016,29/12/2015,"£9,966.00",20,Electronics,Tablet,"£7,543.00",3,Online,,,,,,,
4017,30/12/2015,"£18,868.00",36,Electronics,Headphones,"£7,544.00",2,Online,,,,,,,
4020,01/02/2016,"£18,863.00",52,Electronics,Headphones,"£7,547.00",5,Online,,,,,,,
4024,01/06/2016,"£10,267.00",50,Computers,Laptop,"£7,551.00",3,In-Store,,,,,,,
4026,01/08/2016,"£1,159.00",31,Electronics,Headphones,"£7,553.00",1,Online,,,,,,,
4028,01/10/2016,"£18,628.00",62,Computers,Laptop,"£7,555.00",3,Online,,,,,,,
4029,01/11/2016,"£13,185.00",48,Electronics,Tablet,"£7,556.00",3,Online,,,,,,,
4030,01/12/2016,"£18,476.00",29,Computers,Laptop,"£7,557.00",2,Online,,,,,,,
4034,16/01/2016,"£15,346.00",85,Electronics,Tablet,"£7,561.00",3,In-Store,,,,,,,
4035,17/01/2016,"£8,770.00",14,Electronics,Tablet,"£7,562.00",3,Online,,,,,,,
4036,18/01/2016,"£11,457.00",67,Electronics,Tablet,"£7,563.00",3,In-Store,,,,,,,
4038,20/01/2016,"£19,162.00",55,Mobile Phones,Smartphone,"£7,565.00",4,In-Store,,,,,,,
4039,21/01/2016,"£5,231.00",10,Computers,Laptop,"£7,566.00",3,In-Store,,,,,,,
4040,22/01/2016,"£10,864.00",67,Mobile Phones,Smartphone,"£7,567.00",3,Online,,,,,,,
4043,25/01/2016,"£13,513.00",79,Electronics,Headphones,"£7,570.00",5,In-Store,,,,,,,
4044,26/01/2016,"£11,906.00",99,Computers,Laptop,"£7,571.00",2,Online,,,,,,,
4046,28/01/2016,"£8,259.00",29,Mobile Phones,Smartphone,"£7,573.00",5,In-Store,,,,,,,
4048,30/01/2016,"£17,707.00",59,Electronics,Tablet,"£7,575.00",4,In-Store,,,,,,,
4053,02/04/2016,"£1,837.00",39,Electronics,Tablet,"£7,580.00",1,In-Store,,,,,,,
4054,02/05/2016,"£17,137.00",60,Electronics,Headphones,"£7,581.00",1,In-Store,,,,,,,
4055,02/06/2016,"£15,406.00",21,Electronics,Tablet,"£7,582.00",4,In-Store,,,,,,,
4056,02/07/2016,"£19,348.00",13,Mobile Phones,Smartphone,"£7,583.00",4,In-Store,,,,,,,
4057,02/08/2016,"£17,667.00",89,Computers,Laptop,"£7,584.00",3,Online,,,,,,,
4059,02/10/2016,"£14,288.00",59,Electronics,Tablet,"£7,586.00",3,Online,,,,,,,
4060,02/11/2016,"£12,576.00",35,Electronics,Headphones,"£7,587.00",2,In-Store,,,,,,,
4067,18/02/2016,"£4,575.00",38,Mobile Phones,Smartphone,"£7,594.00",4,Online,,,,,,,
4068,19/02/2016,"£16,663.00",88,Mobile Phones,Smartphone,"£7,595.00",2,In-Store,,,,,,,
4071,22/02/2016,"£10,882.00",45,Electronics,Headphones,"£7,598.00",3,Online,,,,,,,
4074,25/02/2016,"£12,330.00",68,Electronics,Tablet,"£7,601.00",2,In-Store,,,,,,,
4076,27/02/2016,"£7,488.00",30,Computers,Laptop,"£7,603.00",3,In-Store,,,,,,,
4077,28/02/2016,"£11,921.00",69,Mobile Phones,Smartphone,"£7,604.00",4,In-Store,,,,,,,
4079,03/01/2016,"£4,669.00",11,Electronics,Headphones,"£7,606.00",3,Online,,,,,,,
4084,03/06/2016,"£11,596.00",56,Computers,Laptop,"£7,611.00",3,In-Store,,,,,,,
4085,03/07/2016,"£18,785.00",85,Computers,Laptop,"£7,612.00",3,In-Store,,,,,,,
4087,03/09/2016,"£15,790.00",24,Electronics,Tablet,"£7,614.00",3,Online,,,,,,,
4089,03/11/2016,"£19,915.00",34,Electronics,Headphones,"£7,616.00",4,In-Store,,,,,,,
4095,17/03/2016,"£8,654.00",3,Electronics,Headphones,"£7,622.00",3,Online,,,,,,,
4097,19/03/2016,"£19,152.00",49,Mobile Phones,Smartphone,"£7,624.00",5,Online,,,,,,,
4098,20/03/2016,"£13,663.00",34,Computers,Laptop,"£7,625.00",5,In-Store,,,,,,,
4104,26/03/2016,"£8,484.00",25,Computers,Laptop,"£7,631.00",2,In-Store,,,,,,,
4105,27/03/2016,"£10,798.00",23,Electronics,Tablet,"£7,632.00",5,Online,,,,,,,
4108,30/03/2016,"£12,115.00",45,Computers,Laptop,"£7,635.00",3,In-Store,,,,,,,
4109,31/03/2016,"£15,838.00",85,Computers,Laptop,"£7,636.00",2,In-Store,,,,,,,
4111,04/02/2016,"£4,915.00",26,Computers,Laptop,"£7,638.00",3,Online,,,,,,,
4113,04/04/2016,"£9,562.00",13,Electronics,Tablet,"£7,640.00",4,Online,,,,,,,
4115,04/06/2016,"£7,186.00",27,Electronics,Headphones,"£7,642.00",1,In-Store,,,,,,,
4120,04/11/2016,"£15,432.00",68,Computers,Laptop,"£7,647.00",4,Online,,,,,,,
4122,13/04/2016,"£5,793.00",3,Electronics,Headphones,"£7,649.00",2,Online,,,,,,,
4124,15/04/2016,"£12,372.00",72,Electronics,Headphones,"£7,651.00",2,In-Store,,,,,,,
4125,16/04/2016,"£15,295.00",47,Computers,Laptop,"£7,652.00",3,In-Store,,,,,,,
4127,18/04/2016,"£11,367.00",18,Electronics,Headphones,"£7,654.00",3,In-Store,,,,,,,
4128,19/04/2016,"£7,952.00",17,Mobile Phones,Smartphone,"£7,655.00",1,In-Store,,,,,,,
4129,20/04/2016,£752.00,3,Computers,Laptop,"£7,656.00",3,Online,,,,,,,
4134,25/04/2016,"£17,669.00",54,Electronics,Tablet,"£7,661.00",4,In-Store,,,,,,,
4135,26/04/2016,"£16,151.00",69,Computers,Laptop,"£7,662.00",5,In-Store,,,,,,,
4136,27/04/2016,"£7,369.00",27,Mobile Phones,Smartphone,"£7,663.00",3,Online,,,,,,,
4142,05/03/2016,"£18,947.00",78,Electronics,Headphones,"£7,669.00",5,In-Store,,,,,,,
4145,05/06/2016,"£16,658.00",40,Electronics,Tablet,"£7,672.00",4,In-Store,,,,,,,
4148,05/09/2016,"£5,116.00",1,Electronics,Headphones,"£7,675.00",3,Online,,,,,,,
4152,13/05/2016,"£6,766.00",23,Electronics,Tablet,"£7,679.00",3,Online,,,,,,,
4153,14/05/2016,"£6,086.00",9,Electronics,Headphones,"£7,680.00",1,In-Store,,,,,,,
4156,17/05/2016,"£12,548.00",84,Electronics,Headphones,"£7,683.00",5,Online,,,,,,,
4157,18/05/2016,"£13,964.00",43,Electronics,Headphones,"£7,684.00",3,Online,,,,,,,
4162,23/05/2016,"£13,885.00",69,Electronics,Headphones,"£7,689.00",3,In-Store,,,,,,,
4163,24/05/2016,"£19,142.00",65,Electronics,Tablet,"£7,690.00",2,In-Store,,,,,,,
4165,26/05/2016,"£5,184.00",18,Mobile Phones,Smartphone,"£7,692.00",5,Online,,,,,,,
4169,30/05/2016,"£3,409.00",9,Mobile Phones,Smartphone,"£7,696.00",1,Online,,,,,,,
4170,31/05/2016,"£17,080.00",35,Computers,Laptop,"£7,697.00",2,In-Store,,,,,,,
4171,06/01/2016,"£13,999.00",51,Electronics,Tablet,"£7,698.00",4,In-Store,,,,,,,
4172,06/02/2016,"£11,957.00",34,Electronics,Headphones,"£7,699.00",4,In-Store,,,,,,,
4173,06/03/2016,"£18,118.00",42,Electronics,Tablet,"£7,700.00",1,Online,,,,,,,
4174,06/04/2016,"£15,397.00",44,Electronics,Tablet,"£7,701.00",3,Online,,,,,,,
4175,06/05/2016,"£8,940.00",27,Electronics,Tablet,"£7,702.00",1,In-Store,,,,,,,
4176,06/06/2016,"£10,564.00",47,Computers,Laptop,"£7,703.00",2,Online,,,,,,,
4178,06/08/2016,"£5,306.00",18,Computers,Laptop,"£7,705.00",2,In-Store,,,,,,,
4179,06/09/2016,"£15,988.00",39,Computers,Laptop,"£7,706.00",2,Online,,,,,,,
4184,14/06/2016,"£16,554.00",57,Electronics,Tablet,"£7,711.00",3,In-Store,,,,,,,
4185,15/06/2016,"£13,666.00",99,Computers,Laptop,"£7,712.00",2,Online,,,,,,,
4186,16/06/2016,"£6,498.00",27,Computers,Laptop,"£7,713.00",3,Online,,,,,,,
4192,22/06/2016,"£16,493.00",70,Computers,Laptop,"£7,719.00",3,In-Store,,,,,,,
4193,23/06/2016,"£11,480.00",40,Electronics,Headphones,"£7,720.00",3,Online,,,,,,,
4195,25/06/2016,£765.00,4,Electronics,Headphones,"£7,722.00",3,Online,,,,,,,
4197,27/06/2016,"£7,023.00",4,Electronics,Tablet,"£7,724.00",5,Online,,,,,,,
4199,29/06/2016,"£19,402.00",81,Electronics,Tablet,"£7,726.00",3,In-Store,,,,,,,
4201,07/01/2016,"£15,550.00",72,Mobile Phones,Smartphone,"£7,728.00",3,In-Store,,,,,,,
4202,07/02/2016,"£12,350.00",42,Electronics,Tablet,"£7,729.00",1,Online,,,,,,,
4204,07/04/2016,"£14,377.00",33,Electronics,Headphones,"£7,731.00",2,In-Store,,,,,,,
4206,07/06/2016,"£19,986.00",70,Electronics,Tablet,"£7,733.00",3,Online,,,,,,,
4207,07/07/2016,"£14,633.00",27,Electronics,Headphones,"£7,734.00",4,In-Store,,,,,,,
4210,07/10/2016,"£6,993.00",8,Mobile Phones,Smartphone,"£7,737.00",2,Online,,,,,,,
4212,07/12/2016,"£7,558.00",4,Computers,Laptop,"£7,739.00",4,In-Store,,,,,,,
4214,14/07/2016,"£15,969.00",39,Mobile Phones,Smartphone,"£7,741.00",1,In-Store,,,,,,,
4219,19/07/2016,"£18,009.00",24,Electronics,Headphones,"£7,746.00",3,In-Store,,,,,,,
4221,21/07/2016,"£7,209.00",36,Electronics,Headphones,"£7,748.00",3,In-Store,,,,,,,
4223,23/07/2016,"£14,910.00",32,Electronics,Tablet,"£7,750.00",2,Online,,,,,,,
4226,26/07/2016,"£1,070.00",10,Electronics,Tablet,"£7,753.00",3,In-Store,,,,,,,
4228,28/07/2016,"£18,136.00",85,Electronics,Headphones,"£7,755.00",2,In-Store,,,,,,,
4230,30/07/2016,"£16,056.00",42,Mobile Phones,Smartphone,"£7,757.00",5,In-Store,,,,,,,
4231,31/07/2016,"£6,348.00",30,Mobile Phones,Smartphone,"£7,758.00",3,Online,,,,,,,
4235,08/04/2016,"£13,656.00",37,Computers,Laptop,"£7,762.00",2,Online,,,,,,,
4237,08/06/2016,"£17,069.00",29,Electronics,Headphones,"£7,764.00",5,Online,,,,,,,
4238,08/07/2016,"£18,834.00",85,Mobile Phones,Smartphone,"£7,765.00",3,Online,,,,,,,
4239,08/08/2016,"£14,487.00",99,Mobile Phones,Smartphone,"£7,766.00",5,Online,,,,,,,
4242,08/11/2016,"£19,224.00",56,Electronics,Headphones,"£7,769.00",5,Online,,,,,,,
4243,08/12/2016,"£14,146.00",16,Computers,Laptop,"£7,770.00",2,Online,,,,,,,
4247,16/08/2016,£859.00,25,Mobile Phones,Smartphone,"£7,774.00",3,In-Store,,,,,,,
4248,17/08/2016,"£13,694.00",16,Electronics,Headphones,"£7,775.00",3,In-Store,,,,,,,
4254,23/08/2016,"£11,817.00",69,Mobile Phones,Smartphone,"£7,781.00",2,In-Store,,,,,,,
4255,24/08/2016,"£16,381.00",80,Mobile Phones,Smartphone,"£7,782.00",4,In-Store,,,,,,,
4257,26/08/2016,"£15,301.00",80,Electronics,Headphones,"£7,784.00",2,In-Store,,,,,,,
4258,27/08/2016,"£5,084.00",14,Electronics,Headphones,"£7,785.00",2,In-Store,,,,,,,
4260,29/08/2016,"£15,601.00",90,Electronics,Tablet,"£7,787.00",1,In-Store,,,,,,,
4266,09/04/2016,"£16,990.00",43,Electronics,Tablet,"£7,793.00",3,Online,,,,,,,
4267,09/05/2016,"£13,234.00",59,Computers,Laptop,"£7,794.00",1,Online,,,,,,,
4268,09/06/2016,"£12,798.00",37,Computers,Laptop,"£7,795.00",3,In-Store,,,,,,,
4271,09/09/2016,"£16,987.00",43,Mobile Phones,Smartphone,"£7,798.00",1,In-Store,,,,,,,
4274,09/12/2016,"£4,668.00",17,Electronics,Headphones,"£7,801.00",1,Online,,,,,,,
4277,15/09/2016,"£18,655.00",63,Mobile Phones,Smartphone,"£7,804.00",3,In-Store,,,,,,,
4278,16/09/2016,"£12,975.00",49,Electronics,Headphones,"£7,805.00",5,Online,,,,,,,
4279,17/09/2016,"£9,434.00",35,Computers,Laptop,"£7,806.00",3,In-Store,,,,,,,
4280,18/09/2016,"£3,302.00",23,Computers,Laptop,"£7,807.00",4,Online,,,,,,,
4284,22/09/2016,"£1,892.00",22,Electronics,Headphones,"£7,811.00",2,Online,,,,,,,
4287,25/09/2016,"£15,967.00",49,Mobile Phones,Smartphone,"£7,814.00",3,In-Store,,,,,,,
4288,26/09/2016,"£10,581.00",33,Electronics,Headphones,"£7,815.00",1,Online,,,,,,,
4291,29/09/2016,"£16,070.00",87,Electronics,Headphones,"£7,818.00",1,In-Store,,,,,,,
4292,30/09/2016,"£7,816.00",25,Electronics,Headphones,"£7,819.00",3,In-Store,,,,,,,
4297,10/05/2016,"£11,395.00",49,Mobile Phones,Smartphone,"£7,824.00",4,Online,,,,,,,
4300,10/08/2016,"£16,823.00",68,Electronics,Tablet,"£7,827.00",3,Online,,,,,,,
4301,10/09/2016,"£12,430.00",49,Mobile Phones,Smartphone,"£7,828.00",3,Online,,,,,,,
